id_odsp,date,country,ht,at,league,price,available_seats
tnWxil2o/,2026-03-19,england,Everton,Arsenal,E0,52,19104
voMh7O2Q/,2026-03-19,italy,AS Roma,Internazionale,I1,53,22681
YNFR0JW2/,2026-03-19,england,Swansea,Aston Villa,E0,83,9814
0Q3GC4t2/,2026-03-20,spain,Espanyol,Athletic Bilbao,SP1,103,288
21KokSWc/,2026-03-20,england,Newcastle,Sunderland,E0,24,846
4bA7EQBk/,2026-03-20,spain,Valencia,Celta Vigo,SP1,96,7633
6LgN5qhA/,2026-03-20,france,Paris Saint-Germain,AS Monaco,F1,84,20063
ARNgm61A/,2026-03-20,england,Tottenham,Bournemouth,E0,23,12925
bexSLNHJ/,2026-03-20,italy,Napoli,Genoa,I1,48,26302
CbtWKsXP/,2026-03-20,italy,AC Milan,Lazio,I1,98,12446
djbqcvuJ/,2026-03-20,italy,Atalanta,Bologna,I1,74,29649
E3W8wJKC/,2026-03-20,germany,FC Augsburg,Borussia Dortmund,D1,93,17181
ETibylJ2/,2026-03-20,spain,Villarreal,Barcelona,SP1,75,2975
G4Oklnn4/,2026-03-20,england,Southampton,Liverpool,E0,90,5072
IaaubKPC/,2026-03-20,italy,Hellas Verona,Carpi,I1,105,14356
KxVtj8Hi/,2026-03-20,england,Manchester City,Manchester Utd,E0,110,21470
lKBS0Muf/,2026-03-20,italy,Sampdoria,Chievo Verona,I1,82,25300
nNaCDpRe/,2026-03-20,spain,Real Madrid,Sevilla,SP1,120,18756
tf8K2rBs/,2026-03-20,italy,Torino,Juventus,I1,73,22685
v9EOprGp/,2026-03-20,france,Bordeaux,Bastia,F1,69,17159
W21A8o8i/,2026-03-20,france,Nice,GFC Ajaccio,F1,77,19199
Wr1Xate0/,2026-03-20,italy,Frosinone,Fiorentina,I1,117,27020
Wvs4va56/,2026-03-20,germany,VfB Stuttgart,Bayer Leverkusen,D1,74,28167
zH7O12Qm/,2026-03-20,italy,Sassuolo,Udinese,I1,46,13351
AV1wgbKa/,2026-04-01,germany,Bayer Leverkusen,VfL Wolfsburg,D1,22,9337
pURnlUcp/,2026-04-01,spain,Rayo Vallecano,Getafe,SP1,61,20294
z1sz3sxT/,2026-04-01,france,AS Monaco,Bordeaux,F1,39,12708
2B1f4iY2/,2026-04-02,france,GFC Ajaccio,St Etienne,F1,78,3752
2LnX0PV9/,2026-04-02,england,Norwich City,Newcastle,E0,64,8053
2P2YuOgp/,2026-04-02,england,Arsenal,Watford,E0,114,17204
6cenixkC/,2026-04-02,germany,Hannover 96,Hamburg SV,D1,24,22717
6qY5cLaj/,2026-04-02,france,Troyes,Angers,F1,111,3763
CMY1b1pp/,2026-04-02,france,Guingamp,Montpellier,F1,70,2366
dM45rHFr/,2026-04-02,england,West Ham,Crystal Palace,E0,50,16634
dY0b3Bm9/,2026-04-02,france,Paris Saint-Germain,Nice,F1,97,13373
Ea6xur9j/,2026-04-02,england,Aston Villa,Chelsea,E0,43,18209
ENbfkGJO/,2026-04-02,germany,Mainz,FC Augsburg,D1,78,22630
feqP2o1c/,2026-04-02,england,Liverpool,Tottenham,E0,65,1226
GSxwEadP/,2026-04-02,germany,FC Ingolstadt 04,Schalke 04,D1,99,453
hIDNAc9I/,2026-04-02,italy,Carpi,Sassuolo,I1,53,27545
IyP49J4t/,2026-04-02,germany,SV Darmstadt 98,VfB Stuttgart,D1,60,16325
jXg71kIL/,2026-04-02,france,Stade Rennes,Stade de Reims,F1,106,16285
KO59Y01P/,2026-04-02,italy,Juventus,Empoli,I1,52,21506
OKQjmlDj/,2026-04-02,spain,Barcelona,Real Madrid,SP1,112,20349
ppG6p4oT/,2026-04-02,england,Bournemouth,Manchester City,E0,64,15347
ppxx0qoG/,2026-04-02,england,Sunderland,West Brom,E0,72,2980
tMfb6TJS/,2026-04-02,spain,Atletico Madrid,Real Betis,SP1,113,19422
UNhB09XR/,2026-04-02,france,Toulouse,Caen,F1,85,11255
W8YUawn9/,2026-04-02,england,Stoke City,Swansea,E0,109,13571
Wv3Zgv5g/,2026-04-02,germany,Borussia Dortmund,Werder Bremen,D1,22,4080
xI3VfKkm/,2026-04-02,germany,Bayern Munich,Eintracht Frankfurt,D1,80,13119
xOEYBXki/,2026-04-02,spain,Celta Vigo,Deportivo La Coruna,SP1,120,21692
Yk8sABK3/,2026-04-02,spain,Las Palmas,Valencia,SP1,120,8822
0Kfjjd4I/,2026-04-03,germany,TSG Hoffenheim,FC Cologne,D1,92,6670
4dLADaPa/,2026-04-03,italy,Internazionale,Torino,I1,38,19605
4zpKhAkT/,2026-04-03,spain,Sevilla,Real Sociedad,SP1,21,8401
88422V2F/,2026-04-03,france,Bastia,Marseille,F1,47,9316
8UR1FLfm/,2026-04-03,italy,Chievo Verona,Palermo,I1,87,996
AgOIBwfC/,2026-04-03,italy,Udinese,Napoli,I1,36,22445
bc5g794M/,2026-04-03,spain,Malaga,Espanyol,SP1,48,29848
bJKECJv6/,2026-04-03,italy,Atalanta,AC Milan,I1,76,9118
G4pL3Roi/,2026-04-03,england,Leicester City,Southampton,E0,98,4332
jRIxBi5c/,2026-04-03,spain,Eibar,Villarreal,SP1,116,6681
K66k8kkG/,2026-04-03,spain,Athletic Bilbao,Granada,SP1,111,12272
MXiyUK9t/,2026-04-03,italy,Genoa,Frosinone,I1,82,28486
OK2j5XId/,2026-04-03,france,Nantes,Lille,F1,99,11370
OUmT15G3/,2026-04-03,england,Manchester Utd,Everton,E0,101,4002
pzX9duFd/,2026-04-03,france,Lorient,Lyon,F1,39,18745
Q5M6EuAg/,2026-04-03,italy,Fiorentina,Sampdoria,I1,91,16906
S6drhIZ5/,2026-04-03,germany,Borussia Monchengladbach,Hertha Berlin,D1,72,2428
W8CR9HOO/,2026-04-03,italy,Lazio,AS Roma,I1,97,9186
Ct7o9VZ9/,2026-04-04,spain,Levante,Sporting Gijon,SP1,117,642
UwTcG1us/,2026-04-04,italy,Bologna,Hellas Verona,I1,43,15792
4GBf6rxJ/,2026-04-08,spain,Granada,Malaga,SP1,119,13512
AyRXHA22/,2026-04-08,france,Montpellier,Lyon,F1,86,3014
GANy2g3U/,2026-04-08,germany,Hertha Berlin,Hannover 96,D1,101,15261
06qsemek/,2026-04-09,france,St Etienne,Troyes,F1,74,3188
2u7d3Ii8/,2026-04-09,england,Southampton,Newcastle,E0,65,8739
CMplRIga/,2026-04-09,italy,AC Milan,Juventus,I1,103,2029
EXNZbc1F/,2026-04-09,england,Swansea,Chelsea,E0,39,5729
fuexF8nL/,2026-04-09,france,Caen,Lorient,F1,62,2837
hW4xVREJ/,2026-04-09,spain,Real Sociedad,Barcelona,SP1,53,28016
hWbsNxZu/,2026-04-09,germany,FC Ingolstadt 04,Borussia Monchengladbach,D1,105,3403
IaopSbvg/,2026-04-09,italy,Frosinone,Internazionale,I1,74,20108
j3xC7cZh/,2026-04-09,germany,VfL Wolfsburg,Mainz,D1,67,7390
jq49syVl/,2026-04-09,england,Aston Villa,Bournemouth,E0,60,15458
KrUS3FYH/,2026-04-09,germany,Eintracht Frankfurt,TSG Hoffenheim,D1,39,27997
l2ftES1R/,2026-04-09,france,Stade de Reims,Nantes,F1,86,26868
lMxM6l8p/,2026-04-09,italy,Chievo Verona,Carpi,I1,59,1561
lxJEvZE7/,2026-04-09,england,Manchester City,West Brom,E0,73,14327
MFpwdTuq/,2026-04-09,france,Angers,GFC Ajaccio,F1,70,24193
nVVK5y45/,2026-04-09,germany,VfB Stuttgart,Bayern Munich,D1,100,17387
QNo89nAr/,2026-04-09,france,Toulouse,Bastia,F1,65,17068
r1No8476/,2026-04-09,spain,Real Betis,Levante,SP1,32,26450
rLJCTBFc/,2026-04-09,italy,Sassuolo,Genoa,I1,33,9253
rVYof7Ae/,2026-04-09,france,Guingamp,Paris Saint-Germain,F1,29,20799
thVO4eJB/,2026-04-09,germany,Werder Bremen,FC Augsburg,D1,64,22531
UBbGNq7g/,2026-04-09,spain,Real Madrid,Eibar,SP1,108,5667
Ukiydzpr/,2026-04-09,england,West Ham,Arsenal,E0,43,25884
UZ2Dtepe/,2026-04-09,england,Crystal Palace,Norwich City,E0,108,4963
xba90GyR/,2026-04-09,england,Watford,Everton,E0,31,10809
YRRG6Hla/,2026-04-09,germany,Hamburg SV,SV Darmstadt 98,D1,92,29393
zkaCOPim/,2026-04-09,spain,Espanyol,Atletico Madrid,SP1,28,2840
2PtQ58Nj/,2026-04-10,italy,Napoli,Hellas Verona,I1,91,1298
4dstTvPn/,2026-04-10,italy,Torino,Atalanta,I1,72,5605
4UK8Ui0i/,2026-04-10,italy,Empoli,Fiorentina,I1,24,17291
82cKM3Ma/,2026-04-10,spain,Valencia,Sevilla,SP1,37,20044
AoKAuFa1/,2026-04-10,england,Liverpool,Stoke City,E0,31,15540
b7051dMK/,2026-04-10,england,Tottenham,Manchester Utd,E0,77,27936
CCw88wKn/,2026-04-10,germany,Schalke 04,Borussia Dortmund,D1,46,19403
dQEhOGwI/,2026-04-10,italy,Palermo,Lazio,I1,106,29224
dYxjgRP1/,2026-04-10,france,Lille,AS Monaco,F1,70,10660
GldYFlXE/,2026-04-10,france,Marseille,Bordeaux,F1,107,20334
GrB02x7E/,2026-04-10,england,Sunderland,Leicester City,E0,61,22018
IZFlPdOB/,2026-04-10,italy,Sampdoria,Udinese,I1,59,15679
lSPyHUH8/,2026-04-10,france,Nice,Stade Rennes,F1,34,11417
QPCj7OMC/,2026-04-10,spain,Villarreal,Getafe,SP1,28,7214
WM3tUoUP/,2026-04-10,spain,Athletic Bilbao,Rayo Vallecano,SP1,49,29334
x4t9P5xs/,2026-04-10,spain,Sporting Gijon,Celta Vigo,SP1,93,6402
xKOX2ZmO/,2026-04-10,germany,FC Cologne,Bayer Leverkusen,D1,84,22081
jDqhQx95/,2026-04-11,italy,AS Roma,Bologna,I1,111,26770
QwhPLNy6/,2026-04-11,spain,Deportivo La Coruna,Las Palmas,SP1,94,8850
xzJQ6ib0/,2026-04-13,england,Crystal Palace,Everton,E0,112,6394
0vquCuWt/,2026-04-15,france,Lyon,Nice,F1,29,9443
4W95VIns/,2026-04-15,spain,Levante,Espanyol,SP1,44,28772
GAq7HY2H/,2026-04-15,germany,Hannover 96,Borussia Monchengladbach,D1,61,21110
0b3ETdHg/,2026-04-16,spain,Eibar,Real Sociedad,SP1,102,22789
462oMdln/,2026-04-16,germany,Bayern Munich,Schalke 04,D1,113,12313
4lmftka3/,2026-04-16,italy,Internazionale,Napoli,I1,49,26078
8fVD9gEs/,2026-04-16,england,West Brom,Watford,E0,118,6726
8rLBT71E/,2026-04-16,france,GFC Ajaccio,Lille,F1,20,2421
bLuvGeyE/,2026-04-16,england,Manchester Utd,Aston Villa,E0,83,24229
CfOGSVU3/,2026-04-16,italy,Carpi,Genoa,I1,57,16052
d6xlAJ0g/,2026-04-16,france,Bastia,St Etienne,F1,116,28151
f3wP5497/,2026-04-16,france,Lorient,Toulouse,F1,95,6352
feebJfY4/,2026-04-16,germany,FC Augsburg,VfB Stuttgart,D1,89,19496
GCvL6pf1/,2026-04-16,france,Bordeaux,Angers,F1,50,13467
hOMwbHGL/,2026-04-16,england,Newcastle,Swansea,E0,90,26463
ljbmgYT0/,2026-04-16,england,Chelsea,Manchester City,E0,106,27468
nwzH7Qve/,2026-04-16,france,Troyes,Stade de Reims,F1,106,14351
ppGTPTEM/,2026-04-16,italy,Bologna,Torino,I1,77,16218
QLjfKzJb/,2026-04-16,germany,Bayer Leverkusen,Eintracht Frankfurt,D1,70,7597
QqZtBWuo/,2026-04-16,germany,SV Darmstadt 98,FC Ingolstadt 04,D1,22,12989
rDcihhq7/,2026-04-16,england,Everton,Southampton,E0,115,2418
rN89Ux2m/,2026-04-16,spain,Las Palmas,Sporting Gijon,SP1,92,13243
UDmBGhIN/,2026-04-16,germany,TSG Hoffenheim,Hertha Berlin,D1,107,24590
vVsqBaom/,2026-04-16,france,Paris Saint-Germain,Caen,F1,83,24472
xCvrFFjK/,2026-04-16,england,Norwich City,Sunderland,E0,82,23856
YBuiCenJ/,2026-04-16,spain,Celta Vigo,Real Betis,SP1,117,2360
Yof2IEmB/,2026-04-16,germany,Werder Bremen,VfL Wolfsburg,D1,110,14400
zHJZzuPJ/,2026-04-16,spain,Getafe,Real Madrid,SP1,21,9227
8nyD86Pl/,2026-04-17,france,AS Monaco,Marseille,F1,106,16112
8tjuefal/,2026-04-17,england,Bournemouth,Liverpool,E0,43,10481
bid4JRij/,2026-04-17,italy,Udinese,Chievo Verona,I1,35,5818
d8H7Umn8/,2026-04-17,france,Nantes,Montpellier,F1,110,9904
fLtmDyXC/,2026-04-17,spain,Rayo Vallecano,Villarreal,SP1,78,24883
j5upfEEf/,2026-04-17,england,Arsenal,Crystal Palace,E0,61,7976
joNKRkpA/,2026-04-17,italy,Hellas Verona,Frosinone,I1,43,27356
joqjsVqc/,2026-04-17,italy,Lazio,Empoli,I1,35,26166
M3deiCbD/,2026-04-17,england,Leicester City,West Ham,E0,89,18996
niNwzavQ/,2026-04-17,spain,Sevilla,Deportivo La Coruna,SP1,76,9136
nVijLG3h/,2026-04-17,germany,Borussia Dortmund,Hamburg SV,D1,59,1239
OzmFFCXT/,2026-04-17,germany,Mainz,FC Cologne,D1,57,7376
QoxqEHH6/,2026-04-17,spain,Atletico Madrid,Granada,SP1,72,10252
tG1aK7xp/,2026-04-17,italy,Fiorentina,Sassuolo,I1,93,11019
v7FXOmUS/,2026-04-17,italy,Atalanta,AS Roma,I1,28,16122
vk2ISGWa/,2026-04-17,spain,Malaga,Athletic Bilbao,SP1,52,5878
xre8Io7d/,2026-04-17,italy,Sampdoria,AC Milan,I1,88,4106
Y9CPQ9aG/,2026-04-17,italy,Juventus,Palermo,I1,58,19851
YB1MRzn6/,2026-04-17,spain,Barcelona,Valencia,SP1,106,291
zcyh9wGa/,2026-04-17,france,Stade Rennes,Guingamp,F1,100,2408
WYwnEZ5Q/,2026-04-18,england,Stoke City,Tottenham,E0,23,734
GUiIQWWr/,2026-04-19,england,Newcastle,Manchester City,E0,114,6099
O0G4vEVB/,2026-04-19,spain,Espanyol,Celta Vigo,SP1,93,4134
SYMetz1a/,2026-04-19,spain,Real Betis,Las Palmas,SP1,75,8964
tzbYg8T2/,2026-04-19,italy,Napoli,Bologna,I1,21,10698
4IEkVOj2/,2026-04-20,italy,Sassuolo,Sampdoria,I1,111,14415
6e6nWh9L/,2026-04-20,england,Liverpool,Everton,E0,25,19417
6PLaufG5/,2026-04-20,spain,Sporting Gijon,Sevilla,SP1,36,11573
CKZAx7bS/,2026-04-20,italy,Udinese,Fiorentina,I1,25,20044
I1CwYQ6q/,2026-04-20,italy,Juventus,Lazio,I1,37,5653
K8JmrdWn/,2026-04-20,spain,Athletic Bilbao,Atletico Madrid,SP1,80,22630
KQdxgSr9/,2026-04-20,italy,AS Roma,Torino,I1,66,6676
nDxau9E9/,2026-04-20,italy,Palermo,Atalanta,I1,31,9254
nF5QQf1C/,2026-04-20,spain,Malaga,Rayo Vallecano,SP1,61,448
QRFoW4yd/,2026-04-20,italy,Chievo Verona,Frosinone,I1,82,28280
rciPXQ1N/,2026-04-20,england,West Ham,Watford,E0,78,11357
UweVPEGI/,2026-04-20,spain,Deportivo La Coruna,Barcelona,SP1,100,22368
v5f8y92b/,2026-04-20,england,Manchester Utd,Crystal Palace,E0,41,13574
W4GsXpMk/,2026-04-20,italy,Empoli,Hellas Verona,I1,30,18717
xpUrqxHt/,2026-04-20,spain,Real Madrid,Villarreal,SP1,37,1532
YTz7wmqM/,2026-04-20,italy,Genoa,Internazionale,I1,105,23805
zyrHmI8P/,2026-04-20,spain,Valencia,Eibar,SP1,84,23229
8UgZOYVO/,2026-04-21,spain,Granada,Levante,SP1,46,27915
Q3y3vTTF/,2026-04-21,italy,AC Milan,Carpi,I1,103,18018
SQvhZILU/,2026-04-21,england,Arsenal,West Brom,E0,61,28490
YBNisGog/,2026-04-21,spain,Real Sociedad,Getafe,SP1,59,15824
bDcQeF0n/,2026-04-22,spain,Las Palmas,Espanyol,SP1,96,19963
ChsUWD24/,2026-04-22,germany,Hamburg SV,Werder Bremen,D1,80,10457
GGhNOIFn/,2026-04-22,france,Nice,Stade de Reims,F1,118,6603
0Gb6DP1q/,2026-04-23,germany,FC Cologne,SV Darmstadt 98,D1,54,15359
2XfZLGa5/,2026-04-23,france,Toulouse,Lyon,F1,32,23848
6w1YggVb/,2026-04-23,spain,Rayo Vallecano,Real Madrid,SP1,46,9073
bk7Z4VSC/,2026-04-23,england,Manchester City,Stoke City,E0,95,24756
bkwQXgmb/,2026-04-23,germany,VfL Wolfsburg,FC Augsburg,D1,93,3087
dEECxh0O/,2026-04-23,spain,Atletico Madrid,Malaga,SP1,42,1054
fc4ljQSR/,2026-04-23,italy,Internazionale,Udinese,I1,64,20080
fHWYVXHA/,2026-04-23,germany,VfB Stuttgart,Borussia Dortmund,D1,89,14039
GQHU5BD6/,2026-04-23,england,Liverpool,Newcastle,E0,57,22107
jJKI8DTm/,2026-04-23,england,Bournemouth,Chelsea,E0,116,20441
l2jwgDp5/,2026-04-23,spain,Eibar,Deportivo La Coruna,SP1,74,13275
MVnFB3We/,2026-04-23,germany,FC Ingolstadt 04,Hannover 96,D1,81,13118
QyuIZFIo/,2026-04-23,germany,Schalke 04,Bayer Leverkusen,D1,30,1514
Sn2UfZFh/,2026-04-23,spain,Barcelona,Sporting Gijon,SP1,116,16049
U9JM7Xrf/,2026-04-23,england,Aston Villa,Southampton,E0,26,20494
v7cACqHk/,2026-04-23,germany,Hertha Berlin,Bayern Munich,D1,102,13459
0bmXs2z8/,2026-04-24,italy,Atalanta,Chievo Verona,I1,30,15609
2iF8wYpI/,2026-04-24,spain,Villarreal,Real Sociedad,SP1,67,13873
4SwMYZXi/,2026-04-24,germany,Borussia Monchengladbach,TSG Hoffenheim,D1,100,18644
4xT85eFO/,2026-04-24,france,GFC Ajaccio,Bastia,F1,71,3774
CYEqi6DL/,2026-04-24,italy,Torino,Sassuolo,I1,82,22736
d6jGopyq/,2026-04-24,italy,Bologna,Genoa,I1,71,10258
dSgoiiFH/,2026-04-24,spain,Getafe,Valencia,SP1,112,14106
E1yF6oD8/,2026-04-24,italy,Fiorentina,Juventus,I1,95,17941
faXFyCFU/,2026-04-24,spain,Sevilla,Real Betis,SP1,26,14949
hhzJ55SE/,2026-04-24,italy,Frosinone,Palermo,I1,37,1913
KMbMdeot/,2026-04-24,spain,Levante,Athletic Bilbao,SP1,47,12944
McRscyWR/,2026-04-24,england,Leicester City,Swansea,E0,117,15920
OtdVMdpa/,2026-04-24,france,Stade Rennes,AS Monaco,F1,49,22228
QeaLSYKJ/,2026-04-24,england,Sunderland,Arsenal,E0,70,5977
QueKp4jk/,2026-04-24,italy,Sampdoria,Lazio,I1,116,22510
rNv07HpC/,2026-04-24,france,Guingamp,Caen,F1,103,7346
UJdRNxVh/,2026-04-24,france,Marseille,Nantes,F1,27,14939
UJzd8cV5/,2026-04-24,france,St Etienne,Lorient,F1,94,23437
Y7VxViXG/,2026-04-24,germany,Eintracht Frankfurt,Mainz,D1,27,15799
Yi3IPb0t/,2026-04-24,france,Montpellier,Troyes,F1,64,29316
25fshXaB/,2026-04-25,spain,Celta Vigo,Granada,SP1,45,29689
4nbPRhzQ/,2026-04-25,england,Tottenham,West Brom,E0,44,1345
4WgOqO5e/,2026-04-25,italy,Carpi,Empoli,I1,85,12917
EmdthnbF/,2026-04-25,italy,AS Roma,Napoli,I1,115,8962
neqTrrL1/,2026-04-25,italy,Hellas Verona,AC Milan,I1,49,17056
WrHjUvhP/,2026-04-27,france,Lille,Angers,F1,24,23099
2oz8zGEb/,2026-04-29,france,Paris Saint-Germain,Stade Rennes,F1,61,2918
Uom9XpgF/,2026-04-29,germany,FC Augsburg,FC Cologne,D1,38,5272
zJtPLg1P/,2026-04-29,spain,Sporting Gijon,Eibar,SP1,71,3487
0ED3uC4P/,2026-04-30,england,Watford,Aston Villa,E0,75,15484
0zRiPM0e/,2026-04-30,germany,SV Darmstadt 98,Eintracht Frankfurt,D1,70,25382
2aoHVONR/,2026-04-30,germany,Hannover 96,Schalke 04,D1,81,16073
b9ZKGSRO/,2026-04-30,england,Stoke City,Sunderland,E0,89,25076
balrKfUH/,2026-04-30,france,AS Monaco,Guingamp,F1,96,6237
bDTGYgqB/,2026-04-30,france,Stade de Reims,Montpellier,F1,53,6165
CAh4YQw9/,2026-04-30,germany,Bayer Leverkusen,Hertha Berlin,D1,100,6570
CfjK3qcR/,2026-04-30,italy,Chievo Verona,Fiorentina,I1,51,26162
fLWaxxpn/,2026-04-30,france,Nantes,Nice,F1,111,13852
GUXewIUu/,2026-04-30,france,Lorient,Lille,F1,25,4936
hMmnJEqO/,2026-04-30,france,St Etienne,Toulouse,F1,52,13642
j76kIYbU/,2026-04-30,france,Troyes,Bordeaux,F1,60,11
jqWCIlcC/,2026-04-30,england,Newcastle,Crystal Palace,E0,25,18322
KG5IANo2/,2026-04-30,germany,Bayern Munich,Borussia Monchengladbach,D1,76,5681
KjIeGXOn/,2026-04-30,spain,Atletico Madrid,Rayo Vallecano,SP1,22,29539
MqSmQ2ok/,2026-04-30,germany,Mainz,Hamburg SV,D1,93,4732
n3mscAOO/,2026-04-30,spain,Real Sociedad,Real Madrid,SP1,82,28853
Ofy4ydah/,2026-04-30,france,Lyon,GFC Ajaccio,F1,86,17872
OWvdMWcm/,2026-04-30,england,Arsenal,Norwich City,E0,49,18305
pAPCZZT4/,2026-04-30,france,Caen,Bastia,F1,36,20786
QmL3EBga/,2026-04-30,spain,Granada,Las Palmas,SP1,63,7420
UTs4KASa/,2026-04-30,england,Everton,Bournemouth,E0,90,3204
UZxna35r/,2026-04-30,italy,Udinese,Torino,I1,50,13580
vLxqRrWr/,2026-04-30,germany,TSG Hoffenheim,FC Ingolstadt 04,D1,89,7000
WQLaFivg/,2026-04-30,spain,Real Betis,Barcelona,SP1,91,12529
xz5VzWCt/,2026-04-30,england,West Brom,West Ham,E0,47,21112
YJg0Z6O2/,2026-04-30,germany,Borussia Dortmund,VfL Wolfsburg,D1,97,23835
4hVbd1k1/,2026-05-01,italy,Sassuolo,Hellas Verona,I1,21,5069
4vK7DV85/,2026-05-01,spain,Espanyol,Sevilla,SP1,101,7353
8Clwbj9I/,2026-05-01,spain,Valencia,Villarreal,SP1,91,17876
ChX8JUs6/,2026-05-01,england,Manchester Utd,Leicester City,E0,47,2454
Gjam3XND/,2026-05-01,italy,Lazio,Internazionale,I1,76,9944
K8kvLzFB/,2026-05-01,france,Angers,Marseille,F1,83,5726
KIzHH8CI/,2026-05-01,england,Southampton,Manchester City,E0,24,10509
O6D9hevq/,2026-05-01,england,Swansea,Liverpool,E0,64,15808
Q1Wfcsze/,2026-05-01,italy,AC Milan,Frosinone,I1,90,18173
QaRGo5ht/,2026-05-01,italy,Juventus,Carpi,I1,97,13863
QmaYbWgC/,2026-05-01,spain,Deportivo La Coruna,Getafe,SP1,62,8319
rwsjbNKl/,2026-05-01,italy,Palermo,Sampdoria,I1,43,2079
xSSjHD9t/,2026-05-01,spain,Athletic Bilbao,Celta Vigo,SP1,75,11178
Y3iG4PsL/,2026-05-01,italy,Empoli,Bologna,I1,108,12893
8xnDW48L/,2026-05-02,germany,Werder Bremen,VfB Stuttgart,D1,71,770
CIY6fuKD/,2026-05-02,italy,Napoli,Atalanta,I1,29,27555
Igv0LjDg/,2026-05-02,england,Chelsea,Tottenham,E0,71,7850
MFECCkOB/,2026-05-02,spain,Malaga,Levante,SP1,81,29041
YRZ2eL47/,2026-05-02,italy,Genoa,AS Roma,I1,23,21679
25Mut1MH/,2026-05-07,italy,Bologna,AC Milan,I1,86,18981
27Brmgb4/,2026-05-07,france,Lyon,AS Monaco,F1,49,29442
2a7no4NE/,2026-05-07,germany,VfB Stuttgart,Mainz,D1,31,9357
4OkGDaBp/,2026-05-07,england,Norwich City,Manchester Utd,E0,69,17485
6V2EiFgk/,2026-05-07,england,West Ham,Swansea,E0,69,14190
80QeOtG1/,2026-05-07,germany,Schalke 04,FC Augsburg,D1,56,4483
Am3wZ9sg/,2026-05-07,england,Aston Villa,Newcastle,E0,71,16519
AXEjoXSG/,2026-05-07,france,Toulouse,Troyes,F1,53,16907
bDPOqqNh/,2026-05-07,italy,Internazionale,Empoli,I1,34,9712
CxqMViTT/,2026-05-07,france,GFC Ajaccio,Paris Saint-Germain,F1,77,6501
dM6jpOxL/,2026-05-07,germany,Eintracht Frankfurt,Borussia Dortmund,D1,34,29869
EoVmRByo/,2026-05-07,france,Lille,Guingamp,F1,41,19252
fcnRwMFl/,2026-05-07,germany,Hertha Berlin,SV Darmstadt 98,D1,70,8358
G0YwXmC5/,2026-05-07,england,Leicester City,Everton,E0,111,26878
G6mNv20r/,2026-05-07,germany,Hannover 96,TSG Hoffenheim,D1,108,24362
hzTKXDbH/,2026-05-07,france,Bordeaux,Lorient,F1,116,5821
ld3rnp88/,2026-05-07,germany,Hamburg SV,VfL Wolfsburg,D1,38,15911
lKoVxtVf/,2026-05-07,germany,FC Ingolstadt 04,Bayern Munich,D1,55,13790
niPaN0V7/,2026-05-07,germany,Borussia Monchengladbach,Bayer Leverkusen,D1,74,60
OGCvlZrb/,2026-05-07,france,Marseille,Stade de Reims,F1,92,14271
rFlKCJQj/,2026-05-07,england,Sunderland,Chelsea,E0,88,28466
SlJVkeEo/,2026-05-07,france,Montpellier,Stade Rennes,F1,42,9505
thNZlFTi/,2026-05-07,france,Nice,St Etienne,F1,56,12666
Wd4ZZkSn/,2026-05-07,england,Bournemouth,West Brom,E0,89,10459
WQROWXDN/,2026-05-07,france,Nantes,Caen,F1,63,16333
WtGnnDDA/,2026-05-07,france,Bastia,Angers,F1,64,9691
xAZZXTda/,2026-05-07,england,Crystal Palace,Stoke City,E0,94,3411
zD5fqrhR/,2026-05-07,germany,FC Cologne,Werder Bremen,D1,59,25231
0f1gaOMu/,2026-05-08,italy,Hellas Verona,Juventus,I1,103,10787
4fzKg5hD/,2026-05-08,spain,Las Palmas,Athletic Bilbao,SP1,57,7295
6aE2IlVD/,2026-05-08,spain,Real Madrid,Valencia,SP1,99,12337
ANXsW7RB/,2026-05-08,england,Liverpool,Watford,E0,44,22722
dpLZA6Nm/,2026-05-08,spain,Real Sociedad,Rayo Vallecano,SP1,36,11240
dUWBeRN0/,2026-05-08,spain,Levante,Atletico Madrid,SP1,76,7013
EPHAGSaQ/,2026-05-08,spain,Eibar,Real Betis,SP1,51,13890
fuJXsNi5/,2026-05-08,italy,AS Roma,Chievo Verona,I1,46,18341
GlKTr3xa/,2026-05-08,italy,Fiorentina,Palermo,I1,84,29605
GY3xCn8s/,2026-05-08,spain,Sevilla,Granada,SP1,21,28221
K2I6H8pK/,2026-05-08,spain,Getafe,Sporting Gijon,SP1,44,16468
KMQKpP7n/,2026-05-08,italy,Torino,Napoli,I1,89,26022
l2Iyss7B/,2026-05-08,italy,Sampdoria,Genoa,I1,88,26908
OKAlvuiU/,2026-05-08,italy,Frosinone,Sassuolo,I1,96,11741
OQynVRtI/,2026-05-08,england,Manchester City,Arsenal,E0,45,4716
pUBpuLyO/,2026-05-08,italy,Carpi,Lazio,I1,48,3616
Q3yGfow7/,2026-05-08,spain,Barcelona,Espanyol,SP1,93,7010
UcJs9ph0/,2026-05-08,spain,Villarreal,Deportivo La Coruna,SP1,48,23942
vo0cbrxn/,2026-05-08,italy,Atalanta,Udinese,I1,48,18673
WUs2y33i/,2026-05-08,england,Tottenham,Southampton,E0,102,24918
zyKwAQxf/,2026-05-08,spain,Celta Vigo,Malaga,SP1,94,1357
ptthNCrs/,2026-05-10,england,West Ham,Manchester Utd,E0,85,15503
0Ee4xkmh/,2026-05-11,england,Liverpool,Chelsea,E0,33,4056
